GPU: NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition
Train: 440,286, Dev: 1,166
Epoch 04 | 06200/06880 | loss 3.9669 | ppl 52.82 | lr 0.0001158137 | 211.0s
Epoch 04 | 06300/06880 | loss 3.9661 | ppl 52.78 | lr 0.0001155986 | 214.2s
Epoch 04 | 06400/06880 | loss 3.9654 | ppl 52.74 | lr 0.0001153846 | 217.6s
Epoch 04 | 06500/06880 | loss 3.9646 | ppl 52.70 | lr 0.0001151718 | 221.1s
Epoch 04 | 06600/06880 | loss 3.9636 | ppl 52.65 | lr 0.0001149602 | 224.7s
Epoch 04 | 06700/06880 | loss 3.9628 | ppl 52.60 | lr 0.0001147498 | 228.1s
Epoch 04 | 06800/06880 | loss 3.9619 | ppl 52.56 | lr 0.0001145405 | 231.5s
Epoch 04 complete | train loss 3.9614 | dev loss 3.8858 | train BLEU 15.59 | dev BLEU 12.34 | 245.1s
Epoch 05 | 00100/06880 | loss 3.8313 | ppl 46.12 | lr 0.0001141667 | 3.3s
Epoch 05 | 00200/06880 | loss 3.8354 | ppl 46.31 | lr 0.0001139606 | 6.7s
Epoch 05 | 00300/06880 | loss 3.8340 | ppl 46.25 | lr 0.0001137556 | 9.9s
Epoch 05 | 00400/06880 | loss 3.8387 | ppl 46.47 | lr 0.0001135517 | 13.3s
Epoch 05 | 00500/06880 | loss 3.8384 | ppl 46.45 | lr 0.0001133489 | 16.6s
Epoch 05 | 00600/06880 | loss 3.8378 | ppl 46.42 | lr 0.0001131471 | 19.8s
Epoch 05 | 00700/06880 | loss 3.8374 | ppl 46.40 | lr 0.0001129465 | 23.1s
Epoch 05 | 00800/06880 | loss 3.8373 | ppl 46.40 | lr 0.0001127469 | 26.4s
Epoch 05 | 00900/06880 | loss 3.8381 | ppl 46.44 | lr 0.0001125484 | 29.8s
Epoch 05 | 01000/06880 | loss 3.8380 | ppl 46.43 | lr 0.0001123509 | 33.3s
Epoch 05 | 01100/06880 | loss 3.8401 | ppl 46.53 | lr 0.0001121544 | 36.8s
Epoch 05 | 01200/06880 | loss 3.8412 | ppl 46.58 | lr 0.000111959 | 40.2s
Epoch 05 | 01300/06880 | loss 3.8417 | ppl 46.61 | lr 0.0001117646 | 43.8s
Epoch 05 | 01400/06880 | loss 3.8406 | ppl 46.55 | lr 0.0001115712 | 47.4s
Epoch 05 | 01500/06880 | loss 3.8398 | ppl 46.52 | lr 0.0001113788 | 50.9s
Epoch 05 | 01600/06880 | loss 3.8391 | ppl 46.48 | lr 0.0001111874 | 54.5s
Epoch 05 | 01700/06880 | loss 3.8392 | ppl 46.49 | lr 0.000110997 | 57.9s
Epoch 05 | 01800/06880 | loss 3.8384 | ppl 46.45 | lr 0.0001108075 | 61.4s
Epoch 05 | 01900/06880 | loss 3.8378 | ppl 46.42 | lr 0.000110619 | 65.0s
Epoch 05 | 02000/06880 | loss 3.8380 | ppl 46.43 | lr 0.0001104315 | 68.6s
Epoch 05 | 02100/06880 | loss 3.8371 | ppl 46.39 | lr 0.000110245 | 72.2s
Epoch 05 | 02200/06880 | loss 3.8374 | ppl 46.40 | lr 0.0001100593 | 75.5s
Epoch 05 | 02300/06880 | loss 3.8367 | ppl 46.37 | lr 0.0001098746 | 78.8s
Epoch 05 | 02400/06880 | loss 3.8353 | ppl 46.31 | lr 0.0001096909 | 82.1s
Epoch 05 | 02500/06880 | loss 3.8359 | ppl 46.34 | lr 0.000109508 | 85.3s
Epoch 05 | 02600/06880 | loss 3.8361 | ppl 46.34 | lr 0.0001093261 | 88.6s
Epoch 05 | 02700/06880 | loss 3.8356 | ppl 46.32 | lr 0.000109145 | 91.9s
Epoch 05 | 02800/06880 | loss 3.8358 | ppl 46.33 | lr 0.0001089649 | 95.3s
Epoch 05 | 02900/06880 | loss 3.8354 | ppl 46.31 | lr 0.0001087857 | 98.4s
Epoch 05 | 03000/06880 | loss 3.8353 | ppl 46.31 | lr 0.0001086073 | 101.7s
Epoch 05 | 03100/06880 | loss 3.8348 | ppl 46.28 | lr 0.0001084298 | 104.9s
Epoch 05 | 03200/06880 | loss 3.8350 | ppl 46.30 | lr 0.0001082532 | 108.2s
Epoch 05 | 03300/06880 | loss 3.8344 | ppl 46.26 | lr 0.0001080774 | 111.6s
Epoch 05 | 03400/06880 | loss 3.8345 | ppl 46.27 | lr 0.0001079025 | 114.7s
Epoch 05 | 03500/06880 | loss 3.8338 | ppl 46.24 | lr 0.0001077284 | 118.0s
Epoch 05 | 03600/06880 | loss 3.8334 | ppl 46.22 | lr 0.0001075552 | 121.2s
Epoch 05 | 03700/06880 | loss 3.8331 | ppl 46.21 | lr 0.0001073828 | 124.4s
Epoch 05 | 03800/06880 | loss 3.8332 | ppl 46.21 | lr 0.0001072113 | 127.7s
Epoch 05 | 03900/06880 | loss 3.8324 | ppl 46.17 | lr 0.0001070405 | 131.0s
Epoch 05 | 04000/06880 | loss 3.8323 | ppl 46.17 | lr 0.0001068706 | 134.3s
Epoch 05 | 04100/06880 | loss 3.8323 | ppl 46.17 | lr 0.0001067014 | 137.5s
Epoch 05 | 04200/06880 | loss 3.8316 | ppl 46.14 | lr 0.0001065331 | 140.9s
Epoch 05 | 04300/06880 | loss 3.8316 | ppl 46.14 | lr 0.0001063656 | 144.5s
Epoch 05 | 04400/06880 | loss 3.8310 | ppl 46.11 | lr 0.0001061988 | 147.8s
Epoch 05 | 04500/06880 | loss 3.8306 | ppl 46.09 | lr 0.0001060329 | 151.1s
Epoch 05 | 04600/06880 | loss 3.8305 | ppl 46.09 | lr 0.0001058677 | 154.4s
Epoch 05 | 04700/06880 | loss 3.8301 | ppl 46.07 | lr 0.0001057033 | 157.6s
Epoch 05 | 04800/06880 | loss 3.8297 | ppl 46.05 | lr 0.0001055396 | 161.0s
Epoch 05 | 04900/06880 | loss 3.8294 | ppl 46.03 | lr 0.0001053767 | 164.2s
Epoch 05 | 05000/06880 | loss 3.8290 | ppl 46.02 | lr 0.0001052146 | 167.5s
Epoch 05 | 05100/06880 | loss 3.8284 | ppl 45.99 | lr 0.0001050532 | 170.9s
Epoch 05 | 05200/06880 | loss 3.8275 | ppl 45.95 | lr 0.0001048925 | 174.2s
Epoch 05 | 05300/06880 | loss 3.8271 | ppl 45.93 | lr 0.0001047326 | 177.4s
Epoch 05 | 05400/06880 | loss 3.8271 | ppl 45.93 | lr 0.0001045734 | 180.7s
Epoch 05 | 05500/06880 | loss 3.8264 | ppl 45.90 | lr 0.000104415 | 184.0s
Epoch 05 | 05600/06880 | loss 3.8259 | ppl 45.87 | lr 0.0001042572 | 187.4s
Epoch 05 | 05700/06880 | loss 3.8262 | ppl 45.89 | lr 0.0001041002 | 190.7s
Epoch 05 | 05800/06880 | loss 3.8261 | ppl 45.88 | lr 0.0001039438 | 194.0s
Epoch 05 | 05900/06880 | loss 3.8259 | ppl 45.87 | lr 0.0001037882 | 197.3s
Epoch 05 | 06000/06880 | loss 3.8254 | ppl 45.85 | lr 0.0001036333 | 200.6s
Epoch 05 | 06100/06880 | loss 3.8251 | ppl 45.84 | lr 0.000103479 | 204.1s
Epoch 05 | 06200/06880 | loss 3.8246 | ppl 45.81 | lr 0.0001033255 | 207.5s
Epoch 05 | 06300/06880 | loss 3.8240 | ppl 45.79 | lr 0.0001031726 | 210.7s
Epoch 05 | 06400/06880 | loss 3.8236 | ppl 45.77 | lr 0.0001030204 | 214.0s
Epoch 05 | 06500/06880 | loss 3.8233 | ppl 45.75 | lr 0.0001028689 | 217.3s
Epoch 05 | 06600/06880 | loss 3.8228 | ppl 45.73 | lr 0.000102718 | 220.6s
Epoch 05 | 06700/06880 | loss 3.8224 | ppl 45.72 | lr 0.0001025678 | 223.9s
Epoch 05 | 06800/06880 | loss 3.8220 | ppl 45.69 | lr 0.0001024183 | 227.1s
Epoch 05 complete | train loss 3.8218 | dev loss 3.7943 | train BLEU 17.07 | dev BLEU 13.67 | 240.4s
Epoch 06 | 00100/06880 | loss 3.7498 | ppl 42.51 | lr 0.0001021508 | 3.3s
Epoch 06 | 00200/06880 | loss 3.7388 | ppl 42.05 | lr 0.0001020031 | 6.8s
Epoch 06 | 00300/06880 | loss 3.7423 | ppl 42.20 | lr 0.000101856 | 10.1s
Epoch 06 | 00400/06880 | loss 3.7377 | ppl 42.00 | lr 0.0001017095 | 13.4s
Epoch 06 | 00500/06880 | loss 3.7353 | ppl 41.90 | lr 0.0001015637 | 16.7s
Epoch 06 | 00600/06880 | loss 3.7351 | ppl 41.89 | lr 0.0001014185 | 20.0s
Epoch 06 | 00700/06880 | loss 3.7337 | ppl 41.83 | lr 0.0001012739 | 23.4s
Epoch 06 | 00800/06880 | loss 3.7342 | ppl 41.86 | lr 0.00010113 | 26.6s
Epoch 06 | 00900/06880 | loss 3.7346 | ppl 41.87 | lr 0.0001009866 | 30.1s
Epoch 06 | 01000/06880 | loss 3.7335 | ppl 41.83 | lr 0.0001008439 | 33.6s
Epoch 06 | 01100/06880 | loss 3.7336 | ppl 41.83 | lr 0.0001007018 | 37.0s
Epoch 06 | 01200/06880 | loss 3.7341 | ppl 41.85 | lr 0.0001005602 | 40.5s
Epoch 06 | 01300/06880 | loss 3.7346 | ppl 41.87 | lr 0.0001004193 | 44.0s
Epoch 06 | 01400/06880 | loss 3.7347 | ppl 41.88 | lr 0.0001002789 | 47.3s
Epoch 06 | 01500/06880 | loss 3.7344 | ppl 41.86 | lr 0.0001001392 | 50.6s
Epoch 06 | 01600/06880 | loss 3.7336 | ppl 41.83 | lr 0.0001 | 53.9s
Epoch 06 | 01700/06880 | loss 3.7336 | ppl 41.83 | lr 9.98614e-05 | 57.2s
Epoch 06 | 01800/06880 | loss 3.7332 | ppl 41.81 | lr 9.972337e-05 | 60.6s
Epoch 06 | 01900/06880 | loss 3.7331 | ppl 41.81 | lr 9.958592e-05 | 64.1s
Epoch 06 | 02000/06880 | loss 3.7337 | ppl 41.84 | lr 9.944903e-05 | 67.4s
Epoch 06 | 02100/06880 | loss 3.7339 | ppl 41.84 | lr 9.931271e-05 | 70.7s
Epoch 06 | 02200/06880 | loss 3.7328 | ppl 41.80 | lr 9.917694e-05 | 73.9s
Epoch 06 | 02300/06880 | loss 3.7329 | ppl 41.80 | lr 9.904173e-05 | 77.3s
Epoch 06 | 02400/06880 | loss 3.7327 | ppl 41.79 | lr 9.890707e-05 | 80.5s
Epoch 06 | 02500/06880 | loss 3.7327 | ppl 41.79 | lr 9.877296e-05 | 83.7s
Epoch 06 | 02600/06880 | loss 3.7329 | ppl 41.80 | lr 9.863939e-05 | 87.1s
Epoch 06 | 02700/06880 | loss 3.7330 | ppl 41.80 | lr 9.850637e-05 | 90.3s
Epoch 06 | 02800/06880 | loss 3.7326 | ppl 41.79 | lr 9.837388e-05 | 93.6s
Epoch 06 | 02900/06880 | loss 3.7322 | ppl 41.77 | lr 9.824192e-05 | 96.8s
Epoch 06 | 03000/06880 | loss 3.7321 | ppl 41.77 | lr 9.811049e-05 | 100.0s
Epoch 06 | 03100/06880 | loss 3.7314 | ppl 41.74 | lr 9.797959e-05 | 103.2s
Epoch 06 | 03200/06880 | loss 3.7310 | ppl 41.72 | lr 9.784921e-05 | 106.6s
Epoch 06 | 03300/06880 | loss 3.7310 | ppl 41.72 | lr 9.771935e-05 | 109.9s
Epoch 06 | 03400/06880 | loss 3.7308 | ppl 41.71 | lr 9.759001e-05 | 113.2s
Epoch 06 | 03500/06880 | loss 3.7306 | ppl 41.70 | lr 9.746118e-05 | 116.5s
Epoch 06 | 03600/06880 | loss 3.7302 | ppl 41.69 | lr 9.733285e-05 | 119.8s
Epoch 06 | 03700/06880 | loss 3.7302 | ppl 41.69 | lr 9.720504e-05 | 123.2s
Epoch 06 | 03800/06880 | loss 3.7300 | ppl 41.68 | lr 9.707772e-05 | 126.5s
Epoch 06 | 03900/06880 | loss 3.7297 | ppl 41.67 | lr 9.69509e-05 | 129.8s
Epoch 06 | 04000/06880 | loss 3.7295 | ppl 41.66 | lr 9.682458e-05 | 133.3s
Epoch 06 | 04100/06880 | loss 3.7291 | ppl 41.64 | lr 9.669876e-05 | 136.6s
Epoch 06 | 04200/06880 | loss 3.7289 | ppl 41.63 | lr 9.657342e-05 | 139.9s
Epoch 06 | 04300/06880 | loss 3.7288 | ppl 41.63 | lr 9.644856e-05 | 143.4s
Epoch 06 | 04400/06880 | loss 3.7290 | ppl 41.64 | lr 9.632419e-05 | 146.9s
Epoch 06 | 04500/06880 | loss 3.7288 | ppl 41.63 | lr 9.620031e-05 | 150.2s
Epoch 06 | 04600/06880 | loss 3.7285 | ppl 41.62 | lr 9.607689e-05 | 153.9s
Epoch 06 | 04700/06880 | loss 3.7283 | ppl 41.61 | lr 9.595395e-05 | 157.6s
Epoch 06 | 04800/06880 | loss 3.7284 | ppl 41.61 | lr 9.583148e-05 | 161.1s
Epoch 06 | 04900/06880 | loss 3.7282 | ppl 41.60 | lr 9.570948e-05 | 164.7s
Epoch 06 | 05000/06880 | loss 3.7279 | ppl 41.59 | lr 9.558795e-05 | 168.4s
Epoch 06 | 05100/06880 | loss 3.7274 | ppl 41.57 | lr 9.546687e-05 | 171.9s
Epoch 06 | 05200/06880 | loss 3.7277 | ppl 41.58 | lr 9.534626e-05 | 175.2s
Epoch 06 | 05300/06880 | loss 3.7273 | ppl 41.57 | lr 9.52261e-05 | 178.5s
Epoch 06 | 05400/06880 | loss 3.7272 | ppl 41.56 | lr 9.510639e-05 | 181.8s
Epoch 06 | 05500/06880 | loss 3.7269 | ppl 41.55 | lr 9.498714e-05 | 185.0s
Epoch 06 | 05600/06880 | loss 3.7268 | ppl 41.55 | lr 9.486833e-05 | 188.1s
Epoch 06 | 05700/06880 | loss 3.7270 | ppl 41.56 | lr 9.474997e-05 | 191.2s
Epoch 06 | 05800/06880 | loss 3.7268 | ppl 41.55 | lr 9.463204e-05 | 194.5s
Epoch 06 | 05900/06880 | loss 3.7263 | ppl 41.53 | lr 9.451456e-05 | 197.9s
Epoch 06 | 06000/06880 | loss 3.7260 | ppl 41.51 | lr 9.439752e-05 | 201.3s
Epoch 06 | 06100/06880 | loss 3.7256 | ppl 41.50 | lr 9.42809e-05 | 204.7s
Epoch 06 | 06200/06880 | loss 3.7252 | ppl 41.48 | lr 9.416472e-05 | 208.0s
Epoch 06 | 06300/06880 | loss 3.7253 | ppl 41.48 | lr 9.404897e-05 | 211.4s
Epoch 06 | 06400/06880 | loss 3.7254 | ppl 41.49 | lr 9.393364e-05 | 215.0s
Epoch 06 | 06500/06880 | loss 3.7254 | ppl 41.49 | lr 9.381874e-05 | 218.5s
Epoch 06 | 06600/06880 | loss 3.7249 | ppl 41.47 | lr 9.370426e-05 | 222.0s
Epoch 06 | 06700/06880 | loss 3.7243 | ppl 41.44 | lr 9.359019e-05 | 225.2s
Epoch 06 | 06800/06880 | loss 3.7238 | ppl 41.42 | lr 9.347654e-05 | 228.5s
Epoch 06 complete | train loss 3.7235 | dev loss 3.7271 | train BLEU 17.96 | dev BLEU 14.61 | 240.9s
Epoch 07 | 00100/06880 | loss 3.6487 | ppl 38.42 | lr 9.327301e-05 | 3.2s
Epoch 07 | 00200/06880 | loss 3.6403 | ppl 38.10 | lr 9.316051e-05 | 6.6s
Epoch 07 | 00300/06880 | loss 3.6428 | ppl 38.20 | lr 9.304842e-05 | 9.8s
Epoch 07 | 00400/06880 | loss 3.6438 | ppl 38.24 | lr 9.293673e-05 | 13.1s
Epoch 07 | 00500/06880 | loss 3.6463 | ppl 38.33 | lr 9.282544e-05 | 16.5s
Epoch 07 | 00600/06880 | loss 3.6495 | ppl 38.46 | lr 9.271455e-05 | 20.1s
Epoch 07 | 00700/06880 | loss 3.6493 | ppl 38.45 | lr 9.260406e-05 | 23.7s
Epoch 07 | 00800/06880 | loss 3.6480 | ppl 38.40 | lr 9.249396e-05 | 27.3s
Epoch 07 | 00900/06880 | loss 3.6491 | ppl 38.44 | lr 9.238426e-05 | 30.9s
Epoch 07 | 01000/06880 | loss 3.6492 | ppl 38.45 | lr 9.227494e-05 | 34.5s
Epoch 07 | 01100/06880 | loss 3.6484 | ppl 38.41 | lr 9.216601e-05 | 38.1s
Epoch 07 | 01200/06880 | loss 3.6485 | ppl 38.42 | lr 9.205746e-05 | 41.7s
Epoch 07 | 01300/06880 | loss 3.6483 | ppl 38.41 | lr 9.19493e-05 | 45.1s
Epoch 07 | 01400/06880 | loss 3.6498 | ppl 38.47 | lr 9.184152e-05 | 48.4s
Epoch 07 | 01500/06880 | loss 3.6499 | ppl 38.47 | lr 9.173411e-05 | 51.8s
Epoch 07 | 01600/06880 | loss 3.6502 | ppl 38.48 | lr 9.162708e-05 | 55.3s
Epoch 07 | 01700/06880 | loss 3.6496 | ppl 38.46 | lr 9.152043e-05 | 58.8s
Epoch 07 | 01800/06880 | loss 3.6499 | ppl 38.47 | lr 9.141415e-05 | 62.5s
Epoch 07 | 01900/06880 | loss 3.6510 | ppl 38.51 | lr 9.130823e-05 | 66.1s
Epoch 07 | 02000/06880 | loss 3.6520 | ppl 38.55 | lr 9.120269e-05 | 69.5s
Epoch 07 | 02100/06880 | loss 3.6520 | ppl 38.55 | lr 9.10975e-05 | 72.7s
Epoch 07 | 02200/06880 | loss 3.6512 | ppl 38.52 | lr 9.099269e-05 | 76.0s
Epoch 07 | 02300/06880 | loss 3.6511 | ppl 38.52 | lr 9.088823e-05 | 79.3s
Epoch 07 | 02400/06880 | loss 3.6512 | ppl 38.52 | lr 9.078413e-05 | 82.6s
Epoch 07 | 02500/06880 | loss 3.6515 | ppl 38.53 | lr 9.068039e-05 | 85.9s
Epoch 07 | 02600/06880 | loss 3.6528 | ppl 38.58 | lr 9.0577e-05 | 89.3s
Epoch 07 | 02700/06880 | loss 3.6534 | ppl 38.61 | lr 9.047397e-05 | 92.6s
Epoch 07 | 02800/06880 | loss 3.6543 | ppl 38.64 | lr 9.037128e-05 | 95.9s
Epoch 07 | 02900/06880 | loss 3.6539 | ppl 38.63 | lr 9.026895e-05 | 99.2s
Epoch 07 | 03000/06880 | loss 3.6544 | ppl 38.64 | lr 9.016696e-05 | 102.5s
Epoch 07 | 03100/06880 | loss 3.6542 | ppl 38.64 | lr 9.006532e-05 | 105.8s
Epoch 07 | 03200/06880 | loss 3.6546 | ppl 38.65 | lr 8.996402e-05 | 109.1s
Epoch 07 | 03300/06880 | loss 3.6542 | ppl 38.64 | lr 8.986306e-05 | 112.4s
Epoch 07 | 03400/06880 | loss 3.6548 | ppl 38.66 | lr 8.976244e-05 | 115.9s
Epoch 07 | 03500/06880 | loss 3.6545 | ppl 38.65 | lr 8.966216e-05 | 119.5s
Epoch 07 | 03600/06880 | loss 3.6545 | ppl 38.65 | lr 8.956222e-05 | 123.0s
Epoch 07 | 03700/06880 | loss 3.6545 | ppl 38.65 | lr 8.94626e-05 | 126.7s
Epoch 07 | 03800/06880 | loss 3.6543 | ppl 38.64 | lr 8.936332e-05 | 130.3s
Epoch 07 | 03900/06880 | loss 3.6542 | ppl 38.64 | lr 8.926437e-05 | 133.8s
Epoch 07 | 04000/06880 | loss 3.6540 | ppl 38.63 | lr 8.916574e-05 | 137.1s
Epoch 07 | 04100/06880 | loss 3.6539 | ppl 38.62 | lr 8.906745e-05 | 140.4s
Epoch 07 | 04200/06880 | loss 3.6540 | ppl 38.63 | lr 8.896947e-05 | 143.7s
Epoch 07 | 04300/06880 | loss 3.6535 | ppl 38.61 | lr 8.887182e-05 | 147.0s
Epoch 07 | 04400/06880 | loss 3.6535 | ppl 38.61 | lr 8.877449e-05 | 150.2s
Epoch 07 | 04500/06880 | loss 3.6537 | ppl 38.62 | lr 8.867748e-05 | 153.5s
Epoch 07 | 04600/06880 | loss 3.6536 | ppl 38.61 | lr 8.858079e-05 | 156.8s
Epoch 07 | 04700/06880 | loss 3.6537 | ppl 38.62 | lr 8.848441e-05 | 160.0s
Epoch 07 | 04800/06880 | loss 3.6535 | ppl 38.61 | lr 8.838835e-05 | 163.2s
Epoch 07 | 04900/06880 | loss 3.6534 | ppl 38.61 | lr 8.82926e-05 | 166.5s
Epoch 07 | 05000/06880 | loss 3.6528 | ppl 38.58 | lr 8.819715e-05 | 169.8s
Epoch 07 | 05100/06880 | loss 3.6526 | ppl 38.58 | lr 8.810202e-05 | 173.1s
Epoch 07 | 05200/06880 | loss 3.6525 | ppl 38.57 | lr 8.80072e-05 | 176.4s
Epoch 07 | 05300/06880 | loss 3.6524 | ppl 38.57 | lr 8.791268e-05 | 179.8s
Epoch 07 | 05400/06880 | loss 3.6525 | ppl 38.57 | lr 8.781846e-05 | 183.2s
Epoch 07 | 05500/06880 | loss 3.6523 | ppl 38.56 | lr 8.772455e-05 | 186.5s
Epoch 07 | 05600/06880 | loss 3.6520 | ppl 38.55 | lr 8.763094e-05 | 189.9s
Epoch 07 | 05700/06880 | loss 3.6519 | ppl 38.55 | lr 8.753762e-05 | 193.4s
Epoch 07 | 05800/06880 | loss 3.6518 | ppl 38.54 | lr 8.744461e-05 | 197.0s
Epoch 07 | 05900/06880 | loss 3.6517 | ppl 38.54 | lr 8.735189e-05 | 200.5s
Epoch 07 | 06000/06880 | loss 3.6514 | ppl 38.53 | lr 8.725946e-05 | 204.0s
Epoch 07 | 06100/06880 | loss 3.6509 | ppl 38.51 | lr 8.716733e-05 | 207.6s
Epoch 07 | 06200/06880 | loss 3.6505 | ppl 38.49 | lr 8.707548e-05 | 211.0s
Epoch 07 | 06300/06880 | loss 3.6504 | ppl 38.49 | lr 8.698393e-05 | 214.5s
Epoch 07 | 06400/06880 | loss 3.6500 | ppl 38.48 | lr 8.689267e-05 | 218.0s
Epoch 07 | 06500/06880 | loss 3.6498 | ppl 38.47 | lr 8.680169e-05 | 221.5s
Epoch 07 | 06600/06880 | loss 3.6497 | ppl 38.46 | lr 8.6711e-05 | 225.0s
Epoch 07 | 06700/06880 | loss 3.6496 | ppl 38.46 | lr 8.662059e-05 | 228.6s
Epoch 07 | 06800/06880 | loss 3.6493 | ppl 38.45 | lr 8.653046e-05 | 232.2s
Epoch 07 complete | train loss 3.6493 | dev loss 3.6698 | train BLEU 18.80 | dev BLEU 14.62 | 246.0s
Epoch 08 | 00100/06880 | loss 3.5549 | ppl 34.98 | lr 8.636894e-05 | 3.5s
Epoch 08 | 00200/06880 | loss 3.5699 | ppl 35.51 | lr 8.62796e-05 | 6.7s
Epoch 08 | 00300/06880 | loss 3.5706 | ppl 35.54 | lr 8.619053e-05 | 9.9s
Epoch 08 | 00400/06880 | loss 3.5694 | ppl 35.50 | lr 8.610174e-05 | 13.3s
Epoch 08 | 00500/06880 | loss 3.5700 | ppl 35.51 | lr 8.601322e-05 | 16.6s
Epoch 08 | 00600/06880 | loss 3.5714 | ppl 35.57 | lr 8.592497e-05 | 19.9s
Epoch 08 | 00700/06880 | loss 3.5742 | ppl 35.67 | lr 8.5837e-05 | 23.4s
Epoch 08 | 00800/06880 | loss 3.5739 | ppl 35.66 | lr 8.574929e-05 | 26.7s
Epoch 08 | 00900/06880 | loss 3.5738 | ppl 35.65 | lr 8.566186e-05 | 30.1s
Epoch 08 | 01000/06880 | loss 3.5762 | ppl 35.74 | lr 8.557469e-05 | 33.3s
Epoch 08 | 01100/06880 | loss 3.5777 | ppl 35.79 | lr 8.548778e-05 | 36.6s
Epoch 08 | 01200/06880 | loss 3.5788 | ppl 35.83 | lr 8.540114e-05 | 39.9s
Epoch 08 | 01300/06880 | loss 3.5803 | ppl 35.88 | lr 8.531476e-05 | 43.2s
Epoch 08 | 01400/06880 | loss 3.5807 | ppl 35.90 | lr 8.522865e-05 | 46.5s
Epoch 08 | 01500/06880 | loss 3.5807 | ppl 35.90 | lr 8.514279e-05 | 49.8s
Epoch 08 | 01600/06880 | loss 3.5816 | ppl 35.93 | lr 8.50572e-05 | 53.2s
Epoch 08 | 01700/06880 | loss 3.5823 | ppl 35.96 | lr 8.497186e-05 | 56.5s
Epoch 08 | 01800/06880 | loss 3.5825 | ppl 35.96 | lr 8.488678e-05 | 59.8s
Epoch 08 | 01900/06880 | loss 3.5834 | ppl 36.00 | lr 8.480195e-05 | 63.2s
Epoch 08 | 02000/06880 | loss 3.5843 | ppl 36.03 | lr 8.471737e-05 | 66.5s
Epoch 08 | 02100/06880 | loss 3.5849 | ppl 36.05 | lr 8.463305e-05 | 69.8s
Epoch 08 | 02200/06880 | loss 3.5857 | ppl 36.08 | lr 8.454898e-05 | 73.0s
Epoch 08 | 02300/06880 | loss 3.5858 | ppl 36.08 | lr 8.446516e-05 | 76.3s
Epoch 08 | 02400/06880 | loss 3.5869 | ppl 36.12 | lr 8.438159e-05 | 79.5s
Epoch 08 | 02500/06880 | loss 3.5871 | ppl 36.13 | lr 8.429827e-05 | 82.9s
Epoch 08 | 02600/06880 | loss 3.5871 | ppl 36.13 | lr 8.421519e-05 | 86.2s
Epoch 08 | 02700/06880 | loss 3.5885 | ppl 36.18 | lr 8.413236e-05 | 89.4s
Epoch 08 | 02800/06880 | loss 3.5890 | ppl 36.20 | lr 8.404977e-05 | 92.7s
Epoch 08 | 02900/06880 | loss 3.5888 | ppl 36.19 | lr 8.396743e-05 | 95.9s
Epoch 08 | 03000/06880 | loss 3.5887 | ppl 36.19 | lr 8.388532e-05 | 99.3s
Epoch 08 | 03100/06880 | loss 3.5881 | ppl 36.16 | lr 8.380346e-05 | 102.7s
Epoch 08 | 03200/06880 | loss 3.5884 | ppl 36.17 | lr 8.372184e-05 | 106.2s
Epoch 08 | 03300/06880 | loss 3.5884 | ppl 36.18 | lr 8.364045e-05 | 109.8s
Epoch 08 | 03400/06880 | loss 3.5886 | ppl 36.18 | lr 8.35593e-05 | 113.4s
Epoch 08 | 03500/06880 | loss 3.5890 | ppl 36.20 | lr 8.347839e-05 | 117.0s
Epoch 08 | 03600/06880 | loss 3.5890 | ppl 36.20 | lr 8.339771e-05 | 120.6s
Epoch 08 | 03700/06880 | loss 3.5890 | ppl 36.20 | lr 8.331726e-05 | 124.3s
Epoch 08 | 03800/06880 | loss 3.5889 | ppl 36.20 | lr 8.323705e-05 | 127.8s
Epoch 08 | 03900/06880 | loss 3.5891 | ppl 36.20 | lr 8.315707e-05 | 131.1s
Epoch 08 | 04000/06880 | loss 3.5894 | ppl 36.21 | lr 8.307732e-05 | 134.4s
Epoch 08 | 04100/06880 | loss 3.5894 | ppl 36.21 | lr 8.299779e-05 | 137.8s
Epoch 08 | 04200/06880 | loss 3.5896 | ppl 36.22 | lr 8.29185e-05 | 141.1s
Epoch 08 | 04300/06880 | loss 3.5899 | ppl 36.23 | lr 8.283943e-05 | 144.4s
Epoch 08 | 04400/06880 | loss 3.5895 | ppl 36.22 | lr 8.276059e-05 | 147.5s
Epoch 08 | 04500/06880 | loss 3.5894 | ppl 36.21 | lr 8.268197e-05 | 150.7s
Epoch 08 | 04600/06880 | loss 3.5895 | ppl 36.22 | lr 8.260358e-05 | 154.0s
Epoch 08 | 04700/06880 | loss 3.5895 | ppl 36.22 | lr 8.252541e-05 | 157.3s
Epoch 08 | 04800/06880 | loss 3.5893 | ppl 36.21 | lr 8.244746e-05 | 160.6s
Epoch 08 | 04900/06880 | loss 3.5891 | ppl 36.20 | lr 8.236973e-05 | 163.9s
Epoch 08 | 05000/06880 | loss 3.5897 | ppl 36.22 | lr 8.229222e-05 | 167.2s
Epoch 08 | 05100/06880 | loss 3.5892 | ppl 36.21 | lr 8.221493e-05 | 170.5s
Epoch 08 | 05200/06880 | loss 3.5893 | ppl 36.21 | lr 8.213785e-05 | 173.8s
Epoch 08 | 05300/06880 | loss 3.5893 | ppl 36.21 | lr 8.206099e-05 | 177.0s
Epoch 08 | 05400/06880 | loss 3.5894 | ppl 36.21 | lr 8.198435e-05 | 180.1s
